# SGY_fanqie: Database of Guangyun (廣韻) 3,874 Xiaoyun Representative Characters
#
# Version: 1.1.0
# Date: 6 June 2026
# Last modified: 16 July 2026
#
# Copyright (c) 2026 IKEDA Shoju (Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# CSV Format information:
#
# hanzi                  Chinese character headword in Guangyun (廣韻の見出し字)
# hanzi_alt              Chinese character headword in Qieyun (切韻の見出し字)
# fanqie                 Fanqie in Guangyun (廣韻反切)
# fanqie_alt             Fanqie in Qieyun (切韻反切)
# entry_no               Serial entry number
# fanqie_note            Textual notes on differences among Qieyun系 documents (Qieyun, Wang I/II/III, Tangyun, Guangyun, etc.)
# volume_rhyme_yunmu_raw Volume, sequence number, and rhyme in Guangyun (廣韻の巻・序数・韻)
# volume_rhyme_yunmu     Volume, sequence number, and rhyme in Qieyun (切韻の巻・序数・韻)
# word_id                Location of the character in Guangyun (廣韻所在); corresponding ID in sbgy.xml (8-digit number excluding 'w' prefix)
# wuyun                  Traditional Five Tones classification (五音: 舌音, 唇音, etc.)
# qingzhuo               Fourfold classification of voicing (清濁: 全清, 次清, 全濁, 次濁)
# shengmu                Initial consonant (声母) based on the Thirty-Six Initials (三十六字母) system (Song Dynasty style)
# shengmu_deng           Initial consonant with division (等) number
#
# Features:
# This dataset features an independent initial consonant (声母) classification system
# separate from sbgy.xml and Guangyun.csv (see wuyun / qingzhuo / shengmu / shengmu_deng above).
# The 'fanqie_note' column enables comparative analysis with various Qieyun-lineage primary sources.
#
# Data Quality Notes:
# - The following columns present in earlier working versions of this file were derived
#   from non-original (third-party) data and have been removed as of this revision:
#   rhyme_num, tone_volume_code, rhyme_id, entry_index, entry_subindex,
#   she_kaihe_deng, fanqie_marked.
# - This dataset was compiled and revised intermittently over more than a decade.
#   During that process, a linking error caused misalignment in the 'fanqie_note'
#   column. The affected entries have been corrected to the extent currently possible,
#   but a full, systematic verification of 'fanqie_note' across the entire dataset
#   has not yet been completed. Users should treat 'fanqie_note' with corresponding
#   caution until this review is finished.
hanzi,hanzi_alt,fanqie,fanqie_alt,entry_no,fanqie_note,volume_rhyme_yunmu_raw,volume_rhyme_yunmu,word_id,wuyun,qingzhuo,shengmu,shengmu_deng
殑,殑,其矜,其矜,1129,切3 王1 王2 王3 広,2:16:蒸,2:49:蒸,235b0703,牙音,全濁,羣,羣B
㱡,㱡,山矜,山矜,1130,王1 王2 王3 広,2:16:蒸,2:49:蒸,235b0802,齒音,全清,審二,生2
僜,僜,丑升,丑升,1131,切3 王1 王2 王3 広,2:16:蒸,2:49:蒸,235b0804,舌音,次清,徹,透3
硱,硱,綺兢,綺兢,1132,王1 王3 広 綺陵 王2 ナシ 切3,2:16:蒸,2:49:蒸,235b0803,牙音,次清,溪,溪B
磳,磳,仕兢,仕兢,1133,広 ナシ 切3 王1 王2,2:16:蒸,2:49:蒸,235b0903,齒音,全濁,牀二,崇2
砅,砯,披冰,披冰,1134,広 ナシ 切3 王1 王2,2:16:蒸,2:49:蒸,235b0904,唇音,次清,滂,滂B
登,登,都滕,都滕,1135,王1 王3 広 都縢 切3/切3 王2 王3 P2014-3 P2017 広 都騰 王1,2:17:登,2:50:登,235b1001,舌音,全清,端,端開1
楞,楞,魯登,盧登,1136,切3 王1 盧登 王3 魯登 広,2:17:登,2:50:登,236a0201,半舌音,清濁,來,來開1
僧,僧,蘇増,蘇曾,1137,切3 王1 王3 蘇增 広,2:17:登,2:50:登,236a0207,齒音,全清,心,心開1
崩,崩,北滕,北滕,1138,王1 広 北縢 切3 在騰 王3,2:17:登,2:50:登,236a0303,,,幫,幫1
增,增,作滕,作滕,1139,広 作縢 切3 在滕 王2 昨滕 王3,2:17:登,2:50:登,236a0304,齒音,全清,精,精開1
瞢,瞢,武登,武登,1140,切3 王1 王3 広,2:17:登,2:50:登,236a0507,唇音,清濁,明,明1
層,層,昨棱,昨稜,1141,切3 王3 広 作棱 王1,2:17:登,2:50:登,236a0604,齒音,全濁,從,從開1
朋,朋,歩崩,歩崩,1142,切3 王1 王3 広,2:17:登,2:50:登,236a0702,唇音,全濁,並,並1
弘,弘,胡肱,胡肱,1143,切3 王1 王3 広,2:17:登,2:50:登,236a0804,喉音,全濁,匣,匣合1
肱,肱,古弘,古弘,1144,切3 王1 王3 広,2:17:登,2:50:登,236a0903,牙音,全清,見,見合1
薨,薨,呼肱,呼弘,1145,切3 王1 王3 呼肱 広,2:17:登,2:50:登,236a0905,喉音,全清,曉,曉合1
能,能,奴登,奴登,1146,切3 王1 王3 広,2:17:登,2:50:登,236a1004,舌音,清濁,泥,泥開1
騰,騰,徒登,徒登,1147,切3 王1𦫀 切3 広。騰,2:17:登,2:50:登,236a1005,舌音,全濁,定,定開1
恒,恒,胡登,胡登,1148,切3 王1 王3 広,2:17:登,2:50:登,236b0301,喉音,全濁,匣,匣開1
揯,搄,古恒,古恒,1149,切3 王1 王3 広,2:17:登,2:50:登,236b0403,牙音,全清,見,見開1
鼟,鼟,他登,他登,1150,王1 王3 広 ナシ 切3,2:17:登,2:50:登,236b0501,舌音,次清,透,透開1
漰,漰,普朋,普朋,1151,広 ナシ 切3 王1 王3,2:17:登,2:50:登,236b0505,唇音,次清,滂,滂1
咸,咸,胡讒,胡讒,1152,切3 王1 王2 王3 広/切3 王1 王3 P2014-3 P2017 広,2:26:咸,2:51:咸,250a0601,喉音,全濁,匣,匣2
緘,緘,古咸,古咸,1153,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250a0805,牙音,全清,見,見2
攕,攕,所咸,所咸,1154,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250a0904,齒音,全清,審二,生2
𤟟,𤟟,乙咸,乙咸,1155,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0106,喉音,全清,影,影2
嵒,嵒,五咸,五咸,1156,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0202,牙音,清濁,疑,疑2
㰹,㰹,許咸,許咸,1157,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0308,喉音,全清,曉,曉2
詀,詀,竹咸,竹咸,1158,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0405,舌音,全清,知,端2
諵,諵,女咸,女咸,1159,切3 王1 王3 広,2:26:咸,2:51:咸,250b0504,舌音,清濁,孃,泥2
讒,讒,士咸,士咸,1160,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0506,齒音,全濁,牀二,崇2
鵮,鵮,苦咸,苦咸,1161,切3 王1 王2 王3 広,2:26:咸,2:51:咸,250b0706,牙音,次清,溪,溪2
銜,銜,戸監,戸監,1162,切3 王1 王2 王3 広/切3 王1 王3 P2014-3 P2017 広,2:27:銜,2:52:銜,250b0901,喉音,全濁,匣,匣2
巉,巉,鋤銜,鋤銜,1163,切3 王1 王2 王3 広,2:27:銜,2:52:銜,250b0903,齒音,全濁,牀二,崇2
巖,巖,五銜,五銜,1164,切3 王1 王2 王3 広,2:27:銜,2:52:銜,251a0102,牙音,清濁,疑,疑
攙,攙,楚銜,楚銜,1165,切3 王2 王3 広 楚咸 王1,2:27:銜,2:52:銜,251a0105,齒音,次清,穿二,初2
衫,衫,所銜,所銜,1166,切3 王1 王2 王3 広,2:27:銜,2:52:銜,251a0201,齒音,全清,審二,生2
監,監,古銜,古銜,1167,切3 王1 王2 王3 広,2:27:銜,2:52:銜,251a0305,牙音,全清,見,見2
𨂝,湴,白銜,蒱銜,1168,王2 白銜 広。𨂝 ナシ 切3 王1 王3,2:27:銜,2:52:銜,251a0404,唇音,全濁,並,並2
嵌,嵌,口銜,口銜,1169,広 ナシ 切3 王1,2:27:銜,2:52:銜,251a0405,牙音,次清,溪,溪2
嚴,嚴,語𩏩,語𩏩,1170,切3 王1 王2 王3 広/切3 王1 王3 P2017 広 語[ ] P2014-3,2:28:嚴,2:53:嚴,251a0501,牙音,清濁,疑,疑3
𩏩,𩏩,虚嚴,虚嚴,1171,切3 王1 王2 王3 広,2:28:嚴,2:53:嚴,251a0503,喉音,全清,曉,曉3
醃,醃,於嚴,於嚴,1172,切3 王1 王2 王3 広,2:28:嚴,2:53:嚴,251a0701,喉音,全清,影,影3
㪁,㪁,丘嚴,丘嚴,1173,切3 王1 王2 王3 広,2:28:嚴,2:53:嚴,251a0703,牙音,次清,溪,溪3
凡,凡,符咸,符芝,1174,王1 王2 王3 苻芝 切3 符咸 広/王3 苻芝 切3 王1 P2017 符[ ] P2014-3 符咸 広,2:29:凡,2:54:凡,251a0801,唇音,全濁,並奉,並3
䒦,䒦,匹凡,匹凡,1175,切3 王1 王2 王3 広,2:29:凡,2:54:凡,251a1003,唇音,次清,敷,滂3
董,董,多動,多動,1176,切3 王2 王3 広/切3 王1 王2 王3 P2017 広,3:01:董,3:01:董,302a1001,舌音,全清,端,端1
蠓,蠓,莫孔,莫孔,1177,切3 王2 王3 広,3:01:董,3:01:董,302b0201,唇音,清濁,明,明1
孔,孔,康董,康董,1178,切3 王1 王2 王3 広,3:01:董,3:01:董,302b0304,牙音,次清,溪,溪1
㪌,㪌,先孔,先揔,1179,切3 王1 王2 王3 先孔 広,3:01:董,3:01:董,302b0502,齒音,全清,心,心1
侗,侗,他孔,他孔,1180,切3 王1 王2 王3 広,3:01:董,3:01:董,302b0505,舌音,次清,透,透1
緫,揔,作孔,作孔,1181,切3 王2 王3 広,3:01:董,3:01:董,302b0604,齒音,全清,精,精1
澒,澒,胡孔,胡孔,1182,切3 王1 王2 王3 広,3:01:董,3:01:董,302b0904,喉音,全濁,匣,匣1
蓊,蓊,烏孔,阿孔,1183,切3 王1 王2 王3 烏孔 広,3:01:董,3:01:董,302b1005,喉音,全清,影,影1
𨑊,𨑊,奴動,奴動,1184,切3 王2 王3 広,3:01:董,3:01:董,303a0202,舌音,清濁,泥,泥1
琫,琫,邊孔,方孔,1185,切3 王2 王3 邊孔 広,3:01:董,3:01:董,303a0203,,,幫,幫1
曨,曨,力董,力董,1186,切3 王1 王3 烏孔 広 力動 王2,3:01:董,3:01:董,303a0301,半舌音,清濁,來,來1
動,動,徒揔,徒揔,1187,切3 広 徒孔 王2 徒捴 王3,3:01:董,3:01:董,303a0502,舌音,全濁,定,定1
菶,菶,蒲蠓,歩孔,1188,王2 蒲蠓 王3菶 広。菶 ナシ 切3,3:01:董,3:01:董,303a0605,唇音,全濁,並,並1
嗊,嗊,呼孔,呼孔,1189,広 ナシ 切3 王2 王3,3:01:董,3:01:董,303a0404,喉音,全清,曉,曉1
腫,腫,之隴,之隴,1190,切3 王2 王3 広/切3 王1 王2 王3 P2017 広,3:2:腫,3:02:腫,303a0801,齒音,全清,照三,章3
寵,寵,丑隴,丑隴,1191,切3 王2 王3 広,3:2:腫,3:02:腫,303a0904,舌音,次清,徹,透3
隴,隴,力踵,力奉,1192,切3 王1 王2 王3 力踵 広,3:2:腫,3:02:腫,303a1001,半舌音,清濁,來,來3
擁,擁,於隴,於隴,1193,切3 王1 王2 王3 広,3:2:腫,3:02:腫,303b0102,喉音,全清,影,影3
宂,宂,而隴,而隴,1194,切3 王2 王3 広,3:2:腫,3:02:腫,303b0203,半齒音,清濁,日,日3
重,重,直隴,直隴,1195,切3 王1 王2 王3 広,3:2:腫,3:02:腫,303b0407,舌音,全濁,澄,定3
冢,冢,知隴,知隴,1196,切3 王2 広 知壠 王3,3:2:腫,3:02:腫,303b0504,舌音,全清,知,端3
奉,奉,扶隴,扶隴,1197,切3 王2 王3 広,3:2:腫,3:02:腫,303b0602,唇音,全濁,奉,並3
捧,捧,敷奉,敷奉,1198,切3 王2 王3 敷奉 広,3:2:腫,3:02:腫,303b0702,唇音,次清,敷,滂3
勇,勇,余隴,餘隴,1199,切3 王1 王2 王3 余隴 広,3:2:腫,3:02:腫,303b0703,喉音,清濁,喩,羊4
恐,恐,丘隴,墟隴,1200,切3 王2 王3 丘隴 広,3:2:腫,3:02:腫,304a0102,牙音,次清,溪,溪3
尰,尰,時宂,時宂,1201,切3 王2 王3 広,3:2:腫,3:02:腫,304a0105,齒音,全濁,禪,常3
拱,拱,居悚,居悚,1202,切3 王2 王3 広,3:2:腫,3:02:腫,304a0203,牙音,全清,見,見3
悚,悚,息拱,息拱,1203,切3 王2 王3 広,3:2:腫,3:02:腫,304a0603,齒音,全清,心,心4
洶,洶,許拱,許拱,1204,切3 王3 広 許勇 王2,3:2:腫,3:02:腫,304a0802,喉音,全清,曉,曉3
湩,湩,都𪁪,都隴,1205,王1 冬恭 王2 都𪁪 広 ナシ 切3,3:2:腫,3:02:腫,304a0903,舌音,全清,端,端1
𪁪,𪁪,莫湩,莫湩,1206,王1 王2 王3 広　ナシ 切3,3:2:腫,3:02:腫,304a1001,唇音,清濁,明,明1
覂,覂,方勇,方奉,1207,王2 王3 [ ]奉 王1 方勇 広 ナシ 切3,3:2:腫,3:02:腫,304a0901,唇音,全清,非,幫3
𨿿,𨿿,充隴,充隴,1208,王2 王3 広 ナシ 切3,3:2:腫,3:02:腫,304a1004,齒音,次清,穿三,透3
䙕,䙕,子冢,子冢,1209,王2 王3 広 ナシ 切3,3:2:腫,3:02:腫,304b0104,齒音,全清,精,精4
𢃭,𢃓,職勇,且勇,1210,王2 王3 職勇 広。𢃭 ナシ 切3,3:2:腫,3:02:腫,304b0102,齒音,全清,照三,章3
䅃,䅃,渠隴,渠隴,1211,王3 広 ナシ 切3 王2,3:2:腫,3:02:腫,304a1003,牙音,全濁,羣,羣3
講,講,古項,古項,1212,切3 王2 王3 広/切3 王1 王2 王3 広 胡講 P2017,3:3:講,3:03:講,304b0201,牙音,全清,見,見2
㭋,㭋,歩項,歩項,1213,切3 王2 王3 広,3:3:講,3:03:講,304b0205,唇音,全濁,並,並2
慃,慃,烏項,烏項,1214,切3 王3 広 烏朗 王2,3:3:講,3:03:講,304b0403,喉音,全清,影,影2
項,項,胡講,胡講,1215,切3 王2 王3 広,3:3:講,3:03:講,304b0406,喉音,全濁,匣,匣2
𠈵,𠈵,武項,武項,1216,切3 王3 広 莫項 王2,3:3:講,3:03:講,304b0404,唇音,清濁,明,明2
𦂌,𦂌,巴講,巴講,1217,広 ナシ 切3 王2 王3,3:3:講,3:03:講,304b0602,,全清,幫,幫2
傋,傋,虚慃,虚慃,1218,広 ナシ 切3 王2 王3,3:3:講,3:03:講,304b0603,喉音,全清,曉,曉2
紙,紙,諸氏,諸氏,1219,切3 王2 王3 広/切3 王1 王2 王3 P2017 広,3:4:紙,3:04:紙,304b0701,齒音,全清,照三,章開3
是,是,承紙,承紙,1220,切3 P2014-7 広 丞紙 王2 王3,3:4:紙,3:04:紙,305a0103,齒音,全濁,禪,常開3
靡,靡,文彼,文彼,1221,切3 王2 王3 広,3:4:紙,3:04:紙,305a0405,唇音,清濁,明,明B
彼,彼,甫委,甫委,1222,切3 広 卑被 王2 補靡 王3,3:4:紙,3:04:紙,305a0603,,,幫,幫B
被,被,皮彼,皮彼,1223,切3 王2 王3 広,3:4:紙,3:04:紙,305a0703,唇音,全濁,並,並B
毀,毀,許委,許委,1224,切3 王2 王3 広,3:4:紙,3:04:紙,305a0801,喉音,全清,曉,曉合B
委,委,於詭,於詭,1225,切3 王2 王3 広,3:4:紙,3:04:紙,305a1002,喉音,全清,影,影合B
跪,跪,去委,去委,1226,切3 王2 王3 広,3:4:紙,3:04:紙,305b0202,牙音,次清,溪,溪合B
詭,詭,過委,居委,1227,切3 王2 王3 過委 広,3:4:紙,3:04:紙,305b0204,牙音,全清,見,見合B
髓,髓,息委,息委,1228,切3 王2 王3 広,3:4:紙,3:04:紙,305b0603,齒音,全清,心,心合4
絫,累,力委,力委,1229,切3 王2 王3 広,3:4:紙,3:04:紙,305b0705,半舌音,清濁,來,來合3
技,技,渠綺,渠綺,1230,切3 王3 広 渠徛 王2,3:4:紙,3:04:紙,305b0902,牙音,全濁,羣,羣開B
倚,倚,於綺,於綺,1231,切3 王1 王2 王3 広,3:4:紙,3:04:紙,305b1001,喉音,全清,影,影開B
掎,掎,居綺,居綺,1232,切3 王2 王3 広,3:4:紙,3:04:紙,306a0102,牙音,全清,見,見開B
綺,綺,墟彼,墟彼,1233,切3 王2 王3 広,3:4:紙,3:04:紙,306a0203,牙音,次清,溪,溪開B
螘,蟻,魚倚,魚倚,1234,切3 王3 広 魚綺 王2,3:4:紙,3:04:紙,306a0402,牙音,清濁,疑,疑開B
蔿,蔿,韋委,爲委,1235,切3 王3 爲萎 王2 韋委 広,3:4:紙,3:04:紙,306a0701,喉音,清濁,于,于合B
觜,觜,即委,即委,1236,切3 王1 王2 王3 広,3:4:紙,3:04:紙,306a0901,齒音,全清,精,精合4
蘂,蘂,如累,而髓,1237,切3 王2 王3 如累 広,3:4:紙,3:04:紙,306a0903,半齒音,清濁,日,日合3
此,此,雌氏,雌氏,1238,切3 王2 王3 広 七尓 P2014-7,3:4:紙,3:04:紙,306a1002,齒音,次清,清,清開4
豸,豸,池爾,池尓,1239,切3 王2 王3 池爾 広,3:4:紙,3:04:紙,306b0106,舌音,全濁,澄,定開3
徙,徙,斯氏,斯氏,1240,切3 王2 王3 広 斯豸 P2014-7,3:4:紙,3:04:紙,306b0501,齒音,全清,心,心開4
酏,酏,移爾,移尓,1241,切3 王2 王3 餘氏 P2014-7迆 移爾 広,3:4:紙,3:04:紙,306b0602,喉音,清濁,喩,羊開4
邐,邐,力紙,力氏,1242,切3 王2 王3 P2014-7 力紙 広,3:4:紙,3:04:紙,306b0803,半舌音,清濁,來,來開3
躧,躧,所綺,所綺,1243,切3 王2 王3 広,3:4:紙,3:04:紙,306b0806,齒音,全清,審二,生開2
𢔌,俾,并弭,卑婢,1244,切3 王2 王3 并弭 広,3:4:紙,3:04:紙,306b1005,,,幫,幫A
爾,爾,兒氏,兒氏,1245,切3 王2 王3 P2014-7 広,3:4:紙,3:04:紙,307a0302,半齒音,清濁,日,日開3
渳,渳,綿婢,民婢,1246,切3 王2 弥婢 王1 王3 綿婢 広,3:4:紙,3:04:紙,307a0403,唇音,清濁,明,明A
婢,婢,便俾,便俾,1247,切3 王3 広 避尓 王2,3:4:紙,3:04:紙,307a0701,唇音,全濁,並,並A
侈,侈,尺氏,尺氏,1248,切3 王1 王2 P2014-7 広 尺尓 王3,3:4:紙,3:04:紙,307a0703,齒音,次清,穿三,昌開3
弛,㢮,施是,式氏,1249,切3 王1 P2014-7豕 式是 王3 施是 広,3:4:紙,3:04:紙,307a1002,齒音,全清,審三,書開3
紫,紫,將此,兹尓,1250,切3 王3 兹此 王1 王2 P2014-7 將此 広,3:4:紙,3:04:紙,307a1005,齒音,全清,精,精開4
捶,捶,之累,之累,1251,切3 王2 王3 広,3:4:紙,3:04:紙,307b0203,齒音,全清,照三,章合3
揣,揣,初委,初委,1252,切3 王1 王2 王3 広,3:4:紙,3:04:紙,307b0302,齒音,次清,穿二,初合2
𤢍,𤢩,隨婢,隨婢,1253,切3 王1 王2 王3 広,3:4:紙,3:04:紙,307b0304,齒音,全濁,邪,邪合4
舓,舓,神帋,神帋,1254,王1虵 王2 王3 P2014-7 倉氏 切3 神帋 広,3:4:紙,3:04:紙,307b0401,齒音,全濁,牀三,船開3
,輢,,於綺,1255,,,3:04:紙,,,,,影開B
㧗,㧗,側氏,側氏,1256,王1 王2 王3 広,3:4:紙,3:04:紙,307b0405,齒音,全清,照二,莊開2
㱟,㱟,匹靡,匹靡,1257,切3 王1 王2 王3 広,3:4:紙,3:04:紙,307b0501,唇音,次清,滂,滂B
諀,諀,匹婢,匹婢,1258,切3 王2 王3 広,3:4:紙,3:04:紙,307b0504,唇音,次清,滂,滂A
䓈,䓈,羊捶,羊捶,1259,切3 王2 王3 広,3:4:紙,3:04:紙,307b0605,喉音,清濁,喩,羊合4
惢,惢,才棰,才棰,1260,切3 王1 王2 王3 広,3:4:紙,3:04:紙,307b0705,齒音,全濁,從,從合4
跬,跬,丘弭,丘弭,1261,切3 王1 王2 王3 P2014-7 丘弭 広,3:4:紙,3:04:紙,307b0706,牙音,次清,溪,溪合A
狔,狔,女氏,女氏,1262,切3 王2 王3 P2014-7 広,3:4:紙,3:04:紙,307b0804,舌音,清濁,孃,泥開3
硊,硊,魚毀,魚毀,1263,切3 王2 王3 広,3:4:紙,3:04:紙,307b0901,牙音,清濁,疑,疑合B
跪,𧻜,渠委,渠委,1264,切3 王1 王2 王3 渠委 広,3:4:紙,3:04:紙,307b0905,牙音,全濁,羣,羣合B
褫,褫,敕豸,敕豸,1265,王1 王2 王3 広 勅豕 P2014-7 ナシ 切3,3:4:紙,3:04:紙,307b1001,舌音,次清,徹,透開3
㨖,㨖,陟侈,陟侈,1266,王1 王2 王3 広 陟尒 P2014-7 ナシ 切3,3:4:紙,3:04:紙,307b1002,舌音,全清,知,端開3
𪖪,𪖪,興倚,興倚,1267,王2 王3 広 ナシ 切3,3:4:紙,3:04:紙,307b1004,喉音,全清,曉,曉開B
企,企,丘弭,丘弭,1268,広 ナシ 切3 王2 王3,3:4:紙,3:04:紙,307b1005,牙音,次清,溪,溪開A
菙,菙,時髄,時髄,1269,広 ナシ 切3 王2 王3,3:4:紙,3:04:紙,308a0102,齒音,全濁,禪,常合3
枳,枳,居帋,居帋,1270,広 ナシ 切3 王2 王3,3:4:紙,3:04:紙,308a0202,牙音,全清,見,見開A
旨,旨,職雉,職雉,1271,切3 王2 王3 広/切3 王1 王2 王3 P2017 広,3:5:旨,3:05:旨,308a0301,齒音,全清,照三,章開3
視,視,承矢,承旨,1272,切3 王1 王2 王3 承矢 広,3:5:旨,3:05:旨,308a0404,齒音,全濁,禪,常開3
美,美,無鄙,無鄙,1273,切3 王2 王3 広,3:5:旨,3:05:旨,308a0501,唇音,清濁,明,明B
鄙,鄙,方美,方美,1274,切3 王1 王3 広 八美 王2,3:5:旨,3:05:旨,308a0603,,,幫,幫B
兕,兕,徐姉,徐姉,1275,切3 王1 王2 王3 広,3:5:旨,3:05:旨,308a0702,齒音,全濁,邪,邪開4
几,几,居履,居履,1276,切3 王2 王3 広 [ ]履 王1,3:5:旨,3:05:旨,308a0803,牙音,全清,見,見開B
姊,姊,將几,將几,1277,切3 王1 王2 王3 広,3:5:旨,3:05:旨,308b0104,齒音,全清,精,精開4
匕,匕,卑履,卑履,1278,切3 王1 王2 王3 TIVK75-1 広,3:5:旨,3:05:旨,308b0301,,,幫,幫A
軌,軌,居洧,居洧,1279,切3 王1 王3 広 居美 王2,3:5:旨,3:05:旨,308b0601,牙音,全清,見,見合B
洧,洧,榮美,榮美,1280,切3 王1 王2 王3 広  [ ]美 TIVK75-1,3:5:旨,3:05:旨,308b0902,喉音,清濁,于,于合B
矢,矢,式視,式視,1281,切3 王1 王2 王3 広,3:5:旨,3:05:旨,308b0906,齒音,全清,審三,書開3
死,死,息姉,息姉,1282,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309a0201,齒音,全清,心,心開4
雉,雉,直几,直几,1283,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309a0101,舌音,全濁,澄,定開3
牝,牝,扶履,扶履,1284,切3 王1 王3 広 肤履 王2,3:5:旨,3:05:旨,309a0202,唇音,全濁,並,並A
履,履,力几,力几,1285,切3 王1 王3 広 力己 王2,3:5:旨,3:05:旨,309a0203,半舌音,清濁,來,來開3
水,水,式軌,式軌,1286,王1 王2 王3 広 [ ]軌 TIVK75-1 式宄 切3,3:5:旨,3:05:旨,309a0301,齒音,全清,審三,書合3
壘,壘,力軌,力軌,1287,王1 王2 王3 TIVK75-1 広 力宄 切3,3:5:旨,3:05:旨,309a0401,半舌音,清濁,來,來合3
揆,揆,求癸,葵癸,1288,切3 王1 王2 王3 求癸 広,3:5:旨,3:05:旨,309a0704,牙音,全濁,羣,羣合A
趡,趡,千水,千水,1289,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309a0804,齒音,次清,清,清合4
柅,柅,女履,女履,1290,切3 王1 王2 王3 広 [ ]履 TIVK75-1,3:5:旨,3:05:旨,309a0903,舌音,清濁,孃,泥開3
癸,癸,居誄,居誄,1291,切3 王1 TIVK75-1 広 居履 王2,3:5:旨,3:05:旨,309a0904,牙音,全清,見,見合A
否,否,符鄙,符鄙,1292,切3 王1 王2 王3 広 苻鄙 TIVK75-1,3:5:旨,3:05:旨,309a1002,唇音,全濁,並,並B
㠑,㠑,徂累,徂壘,1293,王1 王2 徂累 切3 広 徂罍 王3,3:5:旨,3:05:旨,309b0201,齒音,全濁,從,從合4
嚭,嚭,匹鄙,匹鄙,1294,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309b0202,唇音,次清,滂,滂B
蕊,蕊,如壘,如藟,1295,切3 王1 王3 如壘 広,3:5:旨,3:05:旨,309b0301,半齒音,清濁,日,日合3
唯,唯,以水,以水,1296,切3 王1 王2 王3 TIVK75-1 広,3:5:旨,3:05:旨,309b0304,喉音,清濁,喩,羊合4
㰻,㰻,於几,於几,1297,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309b0502,喉音,全清,影,影開B
濢,濢,遵誄,遵誄,1298,切3 王1 王2 王3 広,3:5:旨,3:05:旨,309b0503,齒音,全清,精,精合4
黹,黹,豬几,胝几,1299,王1 王3 眡几 切3 貾几 王2 豬几 広,3:5:旨,3:05:旨,309b0507,舌音,全清,知,端開3
𡳭,𡳭,楮几,絺履,1300,切3 王1 王3 [ ]履 TIVK75-1 楮几 広,3:5:旨,3:05:旨,309b0604,舌音,次清,徹,透開3
跽,跽,曁几,曁几,1301,王1 王2 王3 広。䣀 ナシ 切3,3:5:旨,3:05:旨,309b0703,牙音,全濁,羣,羣開B
䁤,䁤,火癸,許癸,1302,王1 王3 許葵 王2 火癸 広 ナシ 切3,3:5:旨,3:05:旨,309b0701,喉音,全清,曉,曉合A
䣀,跽,曁軌,曁軌,1303,#N/A,3:5:旨,3:05:旨,309b0702,牙音,全濁,羣,羣合B
巋,巋,丘軌,羌軌,1304,切3 丘軌 TIVK75-1 広 ナシ 王1 王2 王3,3:5:旨,3:05:旨,309b0704,牙音,次清,溪,溪合B
𧿲,𧿲,止姉,止姉,1305,,3:5:旨,3:05:旨,309b0605,齒音,全清,照三,章開3
止,止,諸市,諸市,1306,切3 王1 王2 王3 広/切3 王1 王2 王3 P2017 広,3:6:止,3:06:止,309b0901,齒音,全清,照三,章3
市,市,時止,時止,1307,切3 王1 王2 王3 広,3:6:止,3:06:止,310a0203,齒音,全濁,禪,常3
徵,徵,陟里,陟里,1308,切3 王1 王2 王3 広 貞理 TIVK75-1 [ ]里 徳,3:6:止,3:06:止,310a0403,舌音,全清,知,端3
喜,喜,虚里,虚里,1309,切3 王1 王2 王3 TIVK75-1 広,3:6:止,3:06:止,310a0502,喉音,全清,曉,曉3
以,以,羊己,羊止,1310,切3 王1 王2 王3 TIVK75-1 羊已 広,3:6:止,3:06:止,310a0703,喉音,清濁,喩,羊4
似,似,詳里,詳里,1311,王1 王2 王3 広 詳理 切3,3:6:止,3:06:止,310a0904,齒音,全濁,邪,邪4
紀,紀,居理,居似,1312,切3 王1 王2 居以 王3 居已 徳 居理 広,3:6:止,3:06:止,310a0603,牙音,全清,見,見3
史,史,踈士,踈士,1313,切3 王1 王2 王3 TIVK75-1 広,3:6:止,3:06:止,310b0301,齒音,全清,審二,生2
耳,耳,而止,而止,1314,切3 王1 王2 王3 広,3:6:止,3:06:止,310b0501,半齒音,清濁,日,日3
里,里,良士,良士,1315,切3 王1 王2 王3 徳 広,3:6:止,3:06:止,310b0601,半舌音,清濁,來,來3
始,始,詩止,詩止,1316,切3 王1 王2 王3 広,3:6:止,3:06:止,311a0102,齒音,全清,審三,書3
